RelativePath,SourceBytes,Status,Method,OutputPath,Notes
"M82A1_S_BornBeast.CFG",663,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_S_BornBeast.CFG.png","raw RGB strip, pixels=221, variableChannel=R, uniqueBytes=18, FF=66.7 %"
"M82A1_UltimateGoldsmith.CFG",694,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\M82A1_UltimateGoldsmith.CFG.png","raw RGB strip, pixels=232, variableChannel=R, uniqueBytes=23, FF=66.6 %"
"Machete_UltimateGoldsmith.CFG",511,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Machete_UltimateGoldsmith.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=16, FF=66.7 %"
"MG3_OrangeSkull.CFG",486,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MG3_OrangeSkull.CFG.png","raw RGB strip, pixels=162, variableChannel=G, uniqueBytes=15, FF=66.7 %"
"MG3_RoyalDragon2.CFG",493,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MG3_RoyalDragon2.CFG.png","raw RGB strip, pixels=165, variableChannel=G, uniqueBytes=19, FF=66.7 %"
"MG3_UltimateGold.CFG",490,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MG3_UltimateGold.CFG.png","raw RGB strip, pixels=164, variableChannel=R, uniqueBytes=5, FF=66.5 %"
"MK18MOD0_Cyber.CFG",483,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MK18MOD0_Cyber.CFG.png","raw RGB strip, pixels=161, variableChannel=B, uniqueBytes=19, FF=66.7 %"
"MK2Grenade_PlatinumBlue.CFG",513,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MK2Grenade_PlatinumBlue.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=24, FF=66.7 %"
"MK2Grenade_UltimateGold.CFG",510,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MK2Grenade_UltimateGold.CFG.png","raw RGB strip, pixels=170, variableChannel=B, uniqueBytes=8, FF=66.7 %"
"MK2Grenade_UltimateSilver.CFG",512,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MK2Grenade_UltimateSilver.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=20, FF=66.8 %"
"MP5_Silencer_JHP.CFG",494,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MP5_Silencer_JHP.CFG.png","raw RGB strip, pixels=165, variableChannel=R, uniqueBytes=18, FF=66.6 %"
"MTAR-21_GoldDesertSkull.CFG",502,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\MTAR-21_GoldDesertSkull.CFG.png","raw RGB strip, pixels=168, variableChannel=G, uniqueBytes=5, FF=66.7 %"
"PoliceBaton_UltimateGold.CFG",514,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\PoliceBaton_UltimateGold.CFG.png","raw RGB strip, pixels=172, variableChannel=R, uniqueBytes=21, FF=66.5 %"
"PoliceBaton_UltimateGold_FuryGhostWepon.CFG",506,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\PoliceBaton_UltimateGold_FuryGhostWepon.CFG.png","raw RGB strip, pixels=169, variableChannel=B, uniqueBytes=24, FF=66.8 %"
"PowerBat_Halloween2015.CFG",510,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\PowerBat_Halloween2015.CFG.png","raw RGB strip, pixels=170, variableChannel=R, uniqueBytes=9, FF=66.7 %"
"PV-M4A1_Silencer_PrismBeast_CC.CFG",643,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\PV-M4A1_Silencer_PrismBeast_CC.CFG.png","raw RGB strip, pixels=215, variableChannel=R, uniqueBytes=20, FF=66.6 %"
"PV-M4A1_Silencer_PrismBeast_Metal.CFG",643,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\PV-M4A1_Silencer_PrismBeast_Metal.CFG.png","raw RGB strip, pixels=215, variableChannel=B, uniqueBytes=18, FF=66.7 %"
"QBZ95_A_UltimateGold.CFG",499,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\QBZ95_A_UltimateGold.CFG.png","raw RGB strip, pixels=167, variableChannel=G, uniqueBytes=15, FF=66.7 %"
"QV-M4A1_Silencer_PrismBeast_CC.CFG",652,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\QV-M4A1_Silencer_PrismBeast_CC.CFG.png","raw RGB strip, pixels=218, variableChannel=R, uniqueBytes=31, FF=66.6 %"
"QV-M4A1_Silencer_PrismBeast_Metal.CFG",652,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\QV-M4A1_Silencer_PrismBeast_Metal.CFG.png","raw RGB strip, pixels=218, variableChannel=B, uniqueBytes=14, FF=66.7 %"
"RagingBull_Halloween2015.CFG",513,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\RagingBull_Halloween2015.CFG.png","raw RGB strip, pixels=171, variableChannel=G, uniqueBytes=20, FF=66.7 %"
"RPK-Dragon.CFG",472,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\RPK-Dragon.CFG.png","raw RGB strip, pixels=158, variableChannel=G, uniqueBytes=18, FF=66.7 %"
"ScarLight_UltimateGoldsmith.CFG",528,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\ScarLight_UltimateGoldsmith.CFG.png","raw RGB strip, pixels=176, variableChannel=R, uniqueBytes=7, FF=66.7 %"
"ScarLight_UltimateSilversmith.CFG",525,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\ScarLight_UltimateSilversmith.CFG.png","raw RGB strip, pixels=175, variableChannel=R, uniqueBytes=24, FF=66.7 %"
"ScarLight_URSS.CFG",479,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\ScarLight_URSS.CFG.png","raw RGB strip, pixels=160, variableChannel=R, uniqueBytes=23, FF=66.6 %"
"Shovel_BlueDiamond.CFG",490,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Shovel_BlueDiamond.CFG.png","raw RGB strip, pixels=164, variableChannel=G, uniqueBytes=10, FF=66.7 %"
"Shovel_BornBeast.CFG",492,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Shovel_BornBeast.CFG.png","raw RGB strip, pixels=164, variableChannel=R, uniqueBytes=20, FF=66.7 %"
"Shovel_UltimateGold.CFG",499,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Shovel_UltimateGold.CFG.png","raw RGB strip, pixels=167, variableChannel=R, uniqueBytes=22, FF=66.5 %"
"Shovel_UltimateGold_FuryGhostWepon.CFG",712,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Shovel_UltimateGold_FuryGhostWepon.CFG.png","raw RGB strip, pixels=238, variableChannel=B, uniqueBytes=9, FF=66.7 %"
"SMOKE_UltimateSilver.CFG",497,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SMOKE_UltimateSilver.CFG.png","raw RGB strip, pixels=166, variableChannel=G, uniqueBytes=27, FF=66.6 %"
"SOHG_Ghetto.CFG",473,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SOHG_Ghetto.CFG.png","raw RGB strip, pixels=158, variableChannel=B, uniqueBytes=18, FF=66.8 %"
"SPAS12_Slug.CFG",476,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SPAS12_Slug.CFG.png","raw RGB strip, pixels=159, variableChannel=R, uniqueBytes=11, FF=66.6 %"
"SPAS12_Slug_Ghetto.CFG",491,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SPAS12_Slug_Ghetto.CFG.png","raw RGB strip, pixels=164, variableChannel=G, uniqueBytes=22, FF=66.6 %"
"SR25_Silencer_BackupSight.CFG",709,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SR25_Silencer_BackupSight.CFG.png","raw RGB strip, pixels=237, variableChannel=B, uniqueBytes=19, FF=66.7 %"
"sterling.CFG",380,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\sterling.CFG.png","raw RGB strip, pixels=127, variableChannel=G, uniqueBytes=7, FF=66.6 %"
"Sterling_Magma.CFG",488,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Sterling_Magma.CFG.png","raw RGB strip, pixels=163, variableChannel=B, uniqueBytes=27, FF=66.8 %"
"Sterling_ST.CFG",479,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Sterling_ST.CFG.png","raw RGB strip, pixels=160, variableChannel=R, uniqueBytes=24, FF=66.6 %"
"SteyrTMP_ChangeDual_Ghetto.CFG",515,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SteyrTMP_ChangeDual_Ghetto.CFG.png","raw RGB strip, pixels=172, variableChannel=G, uniqueBytes=12, FF=66.6 %"
"SteyrTMP_Valentine2016.CFG",507,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SteyrTMP_Valentine2016.CFG.png","raw RGB strip, pixels=169, variableChannel=B, uniqueBytes=21, FF=66.7 %"
"SW_M66_RoyalDragon2.CFG",501,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\SW_M66_RoyalDragon2.CFG.png","raw RGB strip, pixels=167, variableChannel=B, uniqueBytes=18, FF=66.7 %"
"Thompson_InfernalDragon.CFG",513,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Thompson_InfernalDragon.CFG.png","raw RGB strip, pixels=171, variableChannel=B, uniqueBytes=9, FF=66.7 %"
"Thompson_Rusty.CFG",485,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Thompson_Rusty.CFG.png","raw RGB strip, pixels=162, variableChannel=B, uniqueBytes=22, FF=66.8 %"
"Thomson_Xmas.CFG",480,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\Thomson_Xmas.CFG.png","raw RGB strip, pixels=160, variableChannel=R, uniqueBytes=25, FF=66.7 %"
"TRG21_Aries.CFG",477,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\TRG21_Aries.CFG.png","raw RGB strip, pixels=159, variableChannel=R, uniqueBytes=15, FF=66.7 %"
"WideGrenade_Ares.CFG",491,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\WideGrenade_Ares.CFG.png","raw RGB strip, pixels=164, variableChannel=R, uniqueBytes=18, FF=66.6 %"
"XM8_Xmas.CFG",463,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\XM8_Xmas.CFG.png","raw RGB strip, pixels=155, variableChannel=G, uniqueBytes=18, FF=66.7 %"
"XuanYuanSword.CFG",477,"binary-strip-preview","raw-rgb-strip","D:\project\cf_to_csgo\work\m4a1_s_bornbeast\materials\cfg_decode\strip_previews\XuanYuanSword.CFG.png","raw RGB strip, pixels=159, variableChannel=R, uniqueBytes=11, FF=66.7 %"
